words,character
"Close channel, Lieutenant. ",KIRK
"Tricorder readings, Mister Spock? ",KIRK
And slings and spears. Slings. Mister President. You used a sling as a boy. ,KIRK
"But, Jim. ",MCCOY
"Bones, could you get that excited over a cup of coffee? ",KIRK
"Are you still at the beam down point, and is the doctor there? ",SPOCK
There are none better. I suggest you make do with these. ,KIRK
"More that direction, Engineer. ",SPOCK
I'm Captain Kirk of  ROBERT: You'll have to speak louder. ,KIRK
There's an enemy spy aboard. He'll be after the cloaking device. ,KIRK
"I do not understand, Captain. ",SPOCK
I trust you.,KIRK
"Bridge to Engineering. Scotty, how are your engines? ",KIRK
"Why can't you just say, Mudd's probably there. ",MCCOY
"I shall manufacture the equivalent of an ancient generating canister, more familiarly known as a gas grenade. ",SPOCK
"If necessary. Do what you can to increase our speed, Scott. ",KIRK
"Vanna, you must trust me. If you don't, millions of people will die. A whole planet. This zenite is all that can save them. This filter mask is all that can save the Troglytes. Trust me. Please. ",KIRK
"Lieutenant Uhura, open a hailing frequency. ",KIRK
They don't seem very interested in communicating with us. If they can communicate at all. ,MCCOY
"Earth ship, Mister Spock? ",KIRK
"Affect repairs. Captain Kirk, come in please. ",SPOCK
Orbit where? ,KIRK
"I can't tell you anything. All I can tell you is that I'm happy and peaceful here. I'm not sure, but I think I've never felt that way before. ",KIRK
Something else we'd better determine first. How long can we expect to maintain control of our ship? ,KIRK
I thought you might. ,SPOCK
There is one thing you can do. ,KIRK
"We're getting out of here, Cochrane. Face up to it. I'll do anything I have to to save all of our lives. ",KIRK
The only charges are against Mister Mudd. Illegal operation of a vessel. Do you have any defence to offer? ,KIRK
"Well, we'd better get some facts. Rig for towing. ",KIRK
I threw the total spectrum of light at the creature. It wasn't necessary. I didn't stop to think that only one kind of light might've killed it. ,MCCOY
Your correct name. ,SPOCK
"He never completed the entry, and the dispatch was never sent.",SPOCK
Tell Merikus I'd like to see him. ,KIRK
"The readings are perfectly normal for me, Doctor, thank you, and as for my anatomy being different from yours, I am delighted. Captain.",SPOCK
There seems to be a weakness in one of the eight tubes. ,SPOCK
What do you mean? ,KIRK
"That's an order, Scotty. ",KIRK
"Because, my dear Mister Spock, it is illogical. Rome had no sun worshipers. Why should they parallel Rome in every way except one? ",MCCOY
You're as bad as she is. It's not required that you like each other. Just do your job. ,KIRK
I'm losing voice contact I will transmit internal co-ordinates of chromosome bodies. ,SPOCK
Stay there. ,KIRK
"Spock, try to get through to him with a mind probe. If you can't, Bones, you'll have to use a stronger stimulant, no matter what it does.",KIRK
"I'll pick them up. And if there's any trouble, it'll be my responsibility. ",KIRK
"How's it going, Scotty? ",KIRK
Mister DePaul. ,KIRK
The last of the tyrants to be overthrown. ,MCCOY
Prepare to warp us out. ,KIRK
"No, it's a beautiful lady, and we love her. ",KIRK
Captain? ,SPOCK
How did we get here? ,KIRK
The Vedala will have been efficient in equipping us. I will acquaint myself with our supplies. ,SPOCK
"Watch this, Charlie. That wasn't so bad, was it? Now I'll throw him. Here we go, Sam. ",KIRK
"Stand ready, Mister Sulu. How long before the Columbus comes on board? ",KIRK
Where've they been during the past few minutes? ,KIRK
"Even for us, a half million years is almost too long to wait. Two others still survive. Henoch and Thalassa. Thalassa, my Thalassa. I am pleased you survived with me. Forgive me. It has been so very long. ",KIRK
Good. I wonder how Spock's doing. ,KIRK
"Irrelevant, since we are here. ",SPOCK
Remarkably effective for a device that Doctor Adams was going to abandon.,KIRK
"Not to us. But down on the surface, the creatures stayed in the shadows for the most part. Suppose they weren't simply hiding. Suppose they're sensitive to light. Light, like in a sun, close up. ",KIRK
"All right, if they won't talk, we'll slow them down. Mister Sulu, put a tractor beam on that ship. ",KIRK
"She sounds rational enough, Captain. ",SPOCK
"That's your problem, Trelane. Everything is easy. It's given you a bad habit. You're not aware of it, but you have it. You don't think, Trelane. That's your problem. You miss opportunities, like your anger before and mine right now. Oh, you enjoy it, but you couldn't have accomplished it without me, and you know why? Because you're a bumbling, inept fool. ",KIRK
"No indications of. A moment, Captain. Picking up life form readings. Twenty four degrees mark seven. Range one thirty seven point one six metres. Multiple readings, Captain. ",SPOCK
A possibility. ,SPOCK
You don't? A blind man could see it with a cane. You're not a pet. You're not a specimen kept in a cage. You're a lover. ,MCCOY
So I would assume. ,SPOCK
"Jim, I think I liked him with a beard better. It gave him character. Of course almost any change would be a distinct improvement.",MCCOY
Extremely possible There are many such examples that exist in nature. ,MCCOY
"You're cancelling the shore leave on account of this, Jim? ",MCCOY
You mean that Joe was down on the planet surface and you're gonna ask me if it's connected.,MCCOY
"Well, if we're both in the Brig, who's going to build the subsonic transmitter? ",KIRK
"Their speed is better than warp six, Captain. ",SPOCK
I don't know. ,MCCOY
"If so, you wear your age very well. ",SPOCK
Bring him along. ,KIRK
"Captain, you don't seem to understand. It did not function, but it must function. ",SPOCK
There were bits of the plant in his mouth. ,KIRK
"Nothing else could've caused this, Captain. At least nothing that has happened here. ",SPOCK
"Maximum magnification. I draw a blank, Mister Spock. Your response? ",KIRK
Perhaps they weren't expecting us. ,MCCOY
I'm being falsely accused. You know that. ,KIRK
"Security control, this is the Bridge. Come in.",KIRK
"Transporter is out, Captain. You'll have to stand by. ",SPOCK
"All right. There's something wrong about a man who never smiles, whose conversation never varies from the routine of the job, and who won't talk about his background. ",MCCOY
Jim. ,MCCOY
"I agree that formal charges have little meaning now. However, you must at least confiscate his phaser. ",SPOCK
Lieutenant Palmer. ,KIRK
"What a way to die. All right. I want all the research facilities, all the scientific technicians, to start round-the-clock research immediately. I want the answers, and I want the remedy. Let's start by finding out why Chekov hasn't been affected. ",KIRK
Invisible. Malfunction? ,KIRK
"That's a boy. Keep it up. Work up a little sweat, it'll will do you good. (notices red alert)",MCCOY
Lights. ,KIRK
Help me return to the library. I've lost my way. I must get back there. ,KIRK
My medical scanner. ,MCCOY
Go to tape Abel Seven Baker. Execute instructions.,SPOCK
Hang on a minute. Hang on a minute. Quiet! Just a moment! ,KIRK
"Excuse me. My orders are to remove all the colonists. That's exactly what I intend to do, with or without your help. ",KIRK
All engines stop. ,KIRK
I'll die anyway. Do it. ,KIRK
"Mister Lurry, if there's no emergency, why did you issue a priority one distress call? ",KIRK
"Captain's log. Stardate 3025 er, point 3. We are orbiting an uninhabited planet in the Omicron Delta region. A planet remarkably like Earth, or how we remember Earth to be. Park-like, beautiful, green, flowers, trees, green lawn, quiet and restful. Almost too good to be true. ",KIRK
Jim! ,MCCOY
"This apparently is going to be our home for as long as we last. I suggest we find out as much as we can about it. Split up. D'Amato, see if you can find underground water. ",KIRK
"Easy, easy. I'm here. Now you must want the child! ",MCCOY
"There may be something more effective, Mister Sulu. Kirk to Engineering. Scotty? ",KIRK
Take Mister Chekov to Sickbay. Put him under restraint. ,MCCOY
"Yes. Somehow our thoughts are read, these things are quickly manufactured and provided for us.",SPOCK
It's possible. ,SPOCK
Bones. ,KIRK
"Was he wrong, Lieutenant? ",KIRK
You're mad. ,KIRK
"Seconds now, sir. Stand by. ",SPOCK
Can you decode it? ,KIRK
"Yes, Captain. Why do you ask? ",SPOCK
Just what do you think you were trying to do? ,KIRK
"All right. What would happen if another universe, say a minus universe, came into contact with a positive universe such as ours? ",KIRK
"Gentlemen, I think we should move outside, make room for Mister Scott to do his work. Mister Latimer, Mister Gaetano, you'll arm yourselves and scout out the area, keeping in visual contact with the ship. ",SPOCK
"I can estimate some of this, Captain, but without more time  SEVEN: Captain, he can only guess. Will you please let me do my job. ",SPOCK
"Sensors indicate the size of a scout ship, but the configuration is unfamiliar. Most unusual. ",SPOCK
Vulcan is not my idea of fun. ,MCCOY
"By using parts from both, I've completed one communicator. I do not know if the circuits are correct, Captain. There is no way to test it, except in actual use. ",SPOCK
An alien metal of some kind. An alloy resistant to probe.,SPOCK
"Who's the governor of Mantilles, Jim? ",MCCOY
"Ensign, did you sense any intelligence in this gaseous cloud? ",MCCOY
The creature is in this area. I'll take a lifeform reading. ,SPOCK
"Well, I'm glad somebody's asking me something around here. Well, the procedure they're discussing would require tremendous amounts of blood for the patient. ",MCCOY
"Man your post, Mister Sulu. (to all the crew) Prepare your manual overrides. You may need them. ",KIRK
The Captain would have remained to recover a crew member at the risk of his own life or even his own ship. ,SPOCK
"Miranda, good luck, Health. I have something for you. ",KIRK
"Please repeat, Captain. I didn't receive that.",SPOCK
Why did the Vedala call this the Mad planet? ,KIRK
"There's been some sort of mistake, a misunderstanding. ",KIRK
"I promise, beloved. ",KIRK
Of course. Jackson Roykirk. ,MCCOY
"I'm glad you got away, too. Why do you think they want to kill us? ",MCCOY
"We came here in peace, Tribune. ",SPOCK
Ship to ship.,KIRK
Captain! ,MCCOY
Preserve. ,KIRK
"McCoy could have been in the city a week now for all we know, and whatever he does that affects her and changes history could happen tonight or tomorrow morning. ",KIRK
"Well, we found a whole world of minds that work just like yours.",MCCOY
Stand by to signal the captain. ,SPOCK
"Well, Mister Spock? ",KIRK
"Well, she checks out with no brain damage. We've got all the educational tapes in our library. Now it's up to us. ",MCCOY
